Room 1-1
RoomSize=597
Life Count=1
BlockPics=BlockPics/196608.png
EdgePics=EdgePics/131084.png
ExtrasPic=ExtrasPic/196617.png
StripPics=StripPics/131082.png
TilesPics=TilesPics/131074-2.png
StageName=Green Hill Fever Recreated
ActNumber=1
Music=https%3A%2F%2Farchive.org%2Fdownload%2Fsonic-mana-original-soundtrack%2F1.06%2520Green%2520Hill%2520Zone%2520Act%25201.mp3
Type=8, X=5, Y=33
Type=7, X=7, Y=64
Type=7, X=0, Y=66
Type=3, X=3, Y=66
Type=7, X=7, Y=66
Type=3, X=11, Y=66
Type=4, X=2, Y=69
Type=4, X=10, Y=69
Type=1, X=2, Y=72
Type=2, X=10, Y=72
Type=3, X=6, Y=73
Type=3, X=8, Y=73
Type=7, X=4, Y=75
Type=0, X=6, Y=77
Type=7, X=0, Y=79
Type=7, X=0, Y=81
Type=0, X=1, Y=82
Type=2, X=4, Y=82
Type=1, X=8, Y=82
Type=0, X=11, Y=82
Type=3, X=2, Y=87
Type=3, X=12, Y=87
Type=5, X=12, Y=89
Type=3, X=2, Y=91
Type=3, X=12, Y=91
Type=3, X=7, Y=93
Type=4, X=1, Y=94
Type=4, X=11, Y=94
Type=7, X=3, Y=97
Type=0, X=6, Y=98
Type=3, X=7, Y=103
Type=2, X=1, Y=104
Type=2, X=11, Y=104
Type=7, X=4, Y=106
Type=3, X=7, Y=107
Type=4, X=6, Y=110
Type=3, X=1, Y=111
Type=3, X=3, Y=111
Type=2, X=11, Y=111
Type=7, X=5, Y=112
Type=3, X=2, Y=113
Type=4, X=1, Y=116
Type=1, X=6, Y=116
Type=2, X=1, Y=118
Type=3, X=11, Y=118
Type=3, X=13, Y=118
Type=3, X=12, Y=120
Type=7, X=4, Y=121
Type=4, X=11, Y=123
Type=1, X=6, Y=124
Type=3, X=1, Y=125
Type=3, X=3, Y=125
Type=2, X=11, Y=125
Type=3, X=2, Y=127
Type=7, X=6, Y=128
Type=4, X=1, Y=130
Type=12, X=4, Y=130
Type=3, X=11, Y=132
Type=3, X=13, Y=132
Type=7, X=6, Y=133
Type=3, X=12, Y=134
Type=7, X=6, Y=135
Type=4, X=11, Y=137
Type=7, X=3, Y=141
Type=9, X=1, Y=142
Type=3, X=3, Y=144
Type=3, X=5, Y=144
Type=3, X=4, Y=146
Type=7, X=9, Y=147
Type=3, X=4, Y=148
Type=3, X=6, Y=148
Type=7, X=10, Y=148
Type=7, X=10, Y=149
Type=3, X=5, Y=150
Type=7, X=9, Y=150
Type=3, X=5, Y=152
Type=3, X=7, Y=152
Type=3, X=6, Y=154
Type=7, X=9, Y=154
Type=6, X=6, Y=156
Type=7, X=9, Y=156
Type=3, X=6, Y=158
Type=7, X=9, Y=158
Type=3, X=6, Y=160
Type=7, X=9, Y=161
Type=3, X=5, Y=162
Type=7, X=9, Y=163
Type=3, X=5, Y=164
Type=7, X=9, Y=164
Type=3, X=4, Y=166
Type=7, X=8, Y=166
Type=3, X=4, Y=168
Type=7, X=8, Y=168
Type=7, X=9, Y=170
Type=6, X=4, Y=171
Type=7, X=9, Y=171
Type=3, X=5, Y=173
Type=7, X=8, Y=173
Type=3, X=6, Y=175
Type=3, X=6, Y=177
Type=3, X=6, Y=179
Type=7, X=8, Y=179
Type=3, X=6, Y=181
Type=7, X=8, Y=182
Type=3, X=6, Y=183
Type=6, X=6, Y=185
Type=7, X=8, Y=185
Type=14, X=10, Y=190
Type=0, X=9, Y=191
Type=7, X=5, Y=194
Type=7, X=7, Y=194
Type=1, X=12, Y=196
Type=7, X=5, Y=197
Type=7, X=7, Y=197
Type=3, X=0, Y=200
Type=3, X=2, Y=200
Type=1, X=6, Y=201
Type=3, X=1, Y=202
Type=7, X=6, Y=203
Type=7, X=7, Y=204
Type=1, X=0, Y=205
Type=7, X=7, Y=206
Type=7, X=6, Y=207
Type=2, X=2, Y=208
Type=1, X=6, Y=208
Type=1, X=10, Y=208
Type=3, X=5, Y=211
Type=2, X=12, Y=211
Type=7, X=3, Y=214
Type=7, X=9, Y=214
Type=1, X=6, Y=215
Type=1, X=10, Y=215
Type=3, X=2, Y=216
Type=3, X=13, Y=216
Type=7, X=0, Y=218
Type=5, X=13, Y=218
Type=2, X=9, Y=219
Type=1, X=1, Y=220
Type=3, X=13, Y=220
Type=3, X=7, Y=221
Type=1, X=12, Y=222
Type=7, X=4, Y=223
Type=3, X=12, Y=224
Type=3, X=1, Y=225
Type=2, X=6, Y=225
Type=7, X=0, Y=226
Type=3, X=12, Y=226
Type=7, X=8, Y=227
Type=1, X=11, Y=228
Type=1, X=0, Y=229
Type=3, X=7, Y=230
Type=7, X=4, Y=233
Type=1, X=6, Y=234
Type=7, X=8, Y=236
Type=3, X=13, Y=236
Type=3, X=7, Y=237
Type=7, X=9, Y=238
Type=1, X=12, Y=240
Type=2, X=6, Y=241
Type=3, X=11, Y=249
Type=3, X=11, Y=251
Type=7, X=3, Y=252
Type=7, X=9, Y=252
Type=4, X=2, Y=254
Type=11, X=7, Y=254
Type=7, X=1, Y=256
Type=7, X=9, Y=256
Type=3, X=9, Y=258
Type=3, X=9, Y=261
Type=3, X=9, Y=264
Type=7, X=9, Y=266
Type=11, X=7, Y=268
Type=7, X=8, Y=270
Type=3, X=7, Y=273
Type=3, X=7, Y=276
Type=3, X=7, Y=278
Type=11, X=3, Y=282
Type=7, X=4, Y=284
Type=7, X=4, Y=287
Type=5, X=9, Y=288
Type=3, X=9, Y=290
Type=3, X=9, Y=292
Type=7, X=8, Y=294
Type=11, X=7, Y=296
Type=3, X=3, Y=303
Type=3, X=3, Y=307
Type=3, X=8, Y=309
Type=4, X=2, Y=310
Type=7, X=3, Y=312
Type=1, X=7, Y=313
Type=0, X=12, Y=316
Type=7, X=4, Y=318
Type=3, X=8, Y=318
Type=3, X=13, Y=318
Type=3, X=13, Y=320
Type=7, X=1, Y=321
Type=3, X=8, Y=322
Type=5, X=13, Y=322
Type=7, X=1, Y=323
Type=3, X=13, Y=324
Type=11, X=3, Y=325
Type=3, X=13, Y=326
Type=7, X=1, Y=327
Type=3, X=13, Y=328
Type=3, X=4, Y=330
Type=3, X=13, Y=330
Type=5, X=13, Y=332
Type=3, X=4, Y=334
Type=3, X=13, Y=334
Type=3, X=13, Y=336
Type=11, X=0, Y=337
Type=7, X=4, Y=338
Type=6, X=13, Y=338
Type=7, X=4, Y=340
Type=3, X=13, Y=341
Type=3, X=1, Y=342
Type=7, X=5, Y=342
Type=3, X=13, Y=342
Type=7, X=5, Y=344
Type=7, X=4, Y=345
Type=3, X=13, Y=345
Type=3, X=1, Y=346
Type=3, X=13, Y=346
Type=7, X=4, Y=347
Type=4, X=0, Y=349
Type=3, X=13, Y=349
Type=7, X=4, Y=350
Type=7, X=4, Y=352
Type=3, X=13, Y=353
Type=3, X=1, Y=354
Type=7, X=5, Y=354
Type=3, X=13, Y=354
Type=7, X=5, Y=356
Type=7, X=4, Y=357
Type=3, X=13, Y=357
Type=3, X=1, Y=358
Type=3, X=13, Y=358
Type=7, X=4, Y=359
Type=6, X=13, Y=360
Type=4, X=0, Y=361
Type=1, X=0, Y=366
Type=7, X=3, Y=371
Type=1, X=6, Y=372
Type=3, X=0, Y=374
Type=2, X=6, Y=374
Type=5, X=13, Y=374
Type=7, X=9, Y=376
Type=1, X=0, Y=377
Type=1, X=12, Y=377
Type=3, X=7, Y=379
Type=7, X=9, Y=379
Type=1, X=6, Y=382
Type=0, X=6, Y=387

Room 7-3
RoomSize=1011
Type=3, X=1, Y=1
Type=3, X=13, Y=1
Type=0, X=6, Y=3
Type=1, X=0, Y=5
Type=1, X=12, Y=5
Type=3, X=1, Y=10
Type=0, X=6, Y=10
Type=3, X=13, Y=10
Type=1, X=0, Y=14
Type=1, X=12, Y=14
Type=3, X=2, Y=22
Type=3, X=5, Y=22
Type=3, X=9, Y=22
Type=3, X=12, Y=22
Type=3, X=0, Y=25
Type=3, X=4, Y=25
Type=3, X=7, Y=25
Type=3, X=10, Y=25
Type=3, X=14, Y=25
Type=3, X=3, Y=28
Type=3, X=6, Y=28
Type=3, X=8, Y=28
Type=3, X=11, Y=28
Type=3, X=5, Y=30
Type=3, X=9, Y=30
Type=3, X=7, Y=32
Type=8, X=7, Y=34
Type=0, X=0, Y=36
Type=0, X=3, Y=36
Type=0, X=6, Y=36
Type=0, X=9, Y=36
Type=0, X=12, Y=36
Type=7, X=5, Y=38
Type=7, X=1, Y=39
Type=14, X=7, Y=40
Type=0, X=6, Y=41
Type=7, X=1, Y=43
Type=5, X=9, Y=43
Type=3, X=7, Y=45
Type=7, X=8, Y=45
Type=7, X=1, Y=46
Type=7, X=2, Y=48
Type=3, X=9, Y=48
Type=7, X=5, Y=50
Type=7, X=4, Y=52
Type=3, X=10, Y=52
Type=2, X=0, Y=54
Type=2, X=3, Y=54
Type=2, X=6, Y=54
Type=4, X=9, Y=54
Type=2, X=12, Y=54
Type=7, X=1, Y=56
Type=3, X=9, Y=57
Type=7, X=0, Y=58
Type=5, X=7, Y=59
Type=3, X=5, Y=60
Type=3, X=3, Y=62
Type=7, X=6, Y=62
Type=3, X=1, Y=64
Type=7, X=1, Y=65
Type=2, X=0, Y=67
Type=2, X=3, Y=67
Type=4, X=6, Y=67
Type=2, X=9, Y=67
Type=2, X=12, Y=67
Type=7, X=5, Y=70
Type=5, X=5, Y=72
Type=7, X=2, Y=74
Type=3, X=6, Y=75
Type=3, X=7, Y=77
Type=7, X=4, Y=78
Type=2, X=0, Y=80
Type=2, X=3, Y=80
Type=4, X=6, Y=80
Type=2, X=9, Y=80
Type=2, X=12, Y=80
Type=7, X=6, Y=82
Type=3, X=3, Y=86
Type=7, X=2, Y=88
Type=3, X=3, Y=90
Type=7, X=1, Y=91
Type=4, X=2, Y=93
Type=1, X=6, Y=97
Type=3, X=11, Y=98
Type=3, X=13, Y=98
Type=7, X=7, Y=99
Type=7, X=7, Y=101
Type=0, X=11, Y=102
Type=7, X=4, Y=103
Type=7, X=4, Y=105
Type=3, X=12, Y=106
Type=7, X=3, Y=107
Type=7, X=3, Y=109
Type=3, X=11, Y=109
Type=7, X=2, Y=111
Type=3, X=10, Y=112
Type=7, X=2, Y=113
Type=7, X=1, Y=115
Type=3, X=9, Y=115
Type=7, X=1, Y=117
Type=3, X=8, Y=118
Type=3, X=7, Y=121
Type=3, X=6, Y=124
Type=6, X=6, Y=126
Type=7, X=10, Y=128
Type=3, X=6, Y=129
Type=7, X=10, Y=130
Type=3, X=6, Y=132
Type=7, X=10, Y=132
Type=7, X=10, Y=134
Type=3, X=7, Y=135
Type=7, X=0, Y=137
Type=6, X=7, Y=137
Type=7, X=0, Y=139
Type=3, X=7, Y=140
Type=7, X=0, Y=141
Type=3, X=7, Y=142
Type=7, X=0, Y=143
Type=3, X=7, Y=145
Type=7, X=9, Y=147
Type=3, X=6, Y=149
Type=7, X=9, Y=149
Type=3, X=5, Y=153
Type=7, X=8, Y=153
Type=6, X=5, Y=155
Type=7, X=8, Y=156
Type=3, X=5, Y=157
Type=3, X=5, Y=159
Type=7, X=7, Y=160
Type=3, X=4, Y=161
Type=3, X=4, Y=163
Type=7, X=7, Y=163
Type=3, X=3, Y=165
Type=3, X=3, Y=167
Type=7, X=7, Y=168
Type=6, X=3, Y=170
Type=7, X=7, Y=171
Type=3, X=4, Y=172
Type=3, X=4, Y=174
Type=7, X=7, Y=175
Type=3, X=4, Y=176
Type=7, X=7, Y=177
Type=3, X=4, Y=178
Type=3, X=5, Y=180
Type=7, X=7, Y=180
Type=6, X=5, Y=182
Type=7, X=7, Y=183
Type=14, X=4, Y=188
Type=0, X=3, Y=189
Type=3, X=1, Y=192
Type=7, X=5, Y=193
Type=3, X=1, Y=194
Type=0, X=7, Y=195
Type=5, X=1, Y=196
Type=3, X=1, Y=198
Type=3, X=1, Y=200
Type=7, X=6, Y=200
Type=3, X=1, Y=202
Type=7, X=4, Y=202
Type=7, X=8, Y=202
Type=3, X=1, Y=204
Type=7, X=6, Y=204
Type=5, X=1, Y=206
Type=11, X=7, Y=207
Type=3, X=1, Y=208
Type=3, X=1, Y=210
Type=7, X=4, Y=210
Type=7, X=7, Y=210
Type=6, X=1, Y=212
Type=7, X=4, Y=213
Type=7, X=7, Y=213
Type=3, X=1, Y=215
Type=3, X=1, Y=216
Type=3, X=6, Y=216
Type=7, X=4, Y=217
Type=3, X=1, Y=219
Type=11, X=5, Y=219
Type=3, X=1, Y=220
Type=3, X=8, Y=222
Type=3, X=1, Y=223
Type=7, X=6, Y=223
Type=13, X=7, Y=224
Type=3, X=1, Y=227
Type=3, X=5, Y=227
Type=3, X=1, Y=228
Type=7, X=4, Y=228
Type=13, X=4, Y=229
Type=3, X=1, Y=231
Type=3, X=1, Y=232
Type=6, X=1, Y=234
Type=7, X=5, Y=236
Type=13, X=6, Y=237
Type=5, X=12, Y=240
Type=3, X=12, Y=242
Type=7, X=0, Y=244
Type=11, X=0, Y=246
Type=3, X=12, Y=246
Type=7, X=6, Y=247
Type=11, X=7, Y=249
Type=3, X=4, Y=254
Type=7, X=1, Y=256
Type=3, X=4, Y=257
Type=7, X=3, Y=259
Type=11, X=4, Y=261
Type=11, X=0, Y=263
Type=7, X=0, Y=265
Type=3, X=7, Y=269
Type=7, X=4, Y=270
Type=3, X=7, Y=272
Type=7, X=0, Y=273
Type=11, X=0, Y=275
Type=11, X=7, Y=277
Type=7, X=6, Y=279
Type=7, X=1, Y=284
Type=7, X=2, Y=284
Type=3, X=8, Y=284
Type=7, X=0, Y=285
Type=7, X=3, Y=285
Type=7, X=0, Y=286
Type=7, X=3, Y=286
Type=7, X=1, Y=287
Type=7, X=2, Y=287
Type=3, X=8, Y=288
Type=7, X=0, Y=289
Type=7, X=6, Y=289
Type=11, X=0, Y=291
Type=11, X=7, Y=291
Type=5, X=9, Y=293
Type=3, X=8, Y=295
Type=3, X=10, Y=295
Type=3, X=5, Y=296
Type=3, X=9, Y=297
Type=3, X=4, Y=299
Type=3, X=9, Y=299
Type=3, X=11, Y=299
Type=3, X=10, Y=301
Type=3, X=3, Y=302
Type=3, X=10, Y=303
Type=3, X=12, Y=303
Type=3, X=2, Y=305
Type=3, X=11, Y=305
Type=6, X=2, Y=307
Type=6, X=11, Y=307
Type=3, X=11, Y=309
Type=3, X=2, Y=310
Type=3, X=11, Y=311
Type=3, X=2, Y=313
Type=3, X=10, Y=313
Type=3, X=10, Y=315
Type=3, X=3, Y=316
Type=3, X=9, Y=317
Type=3, X=4, Y=319
Type=3, X=9, Y=319
Type=6, X=4, Y=322
Type=6, X=9, Y=322
Type=3, X=10, Y=324
Type=3, X=3, Y=326
Type=3, X=11, Y=326
Type=3, X=12, Y=328
Type=3, X=2, Y=330
Type=3, X=12, Y=330
Type=3, X=13, Y=332
Type=7, X=4, Y=333
Type=3, X=1, Y=334
Type=3, X=13, Y=334
Type=6, X=1, Y=336
Type=6, X=13, Y=336
Type=7, X=4, Y=337
Type=1, X=6, Y=338
Type=7, X=5, Y=339
Type=7, X=0, Y=340
Type=3, X=7, Y=341
Type=7, X=0, Y=342
Type=3, X=7, Y=343
Type=7, X=0, Y=345
Type=5, X=7, Y=345
Type=7, X=9, Y=346
Type=7, X=0, Y=347
Type=3, X=7, Y=347
Type=7, X=9, Y=348
Type=3, X=7, Y=349
Type=7, X=0, Y=350
Type=3, X=7, Y=351
Type=7, X=9, Y=351
Type=7, X=0, Y=352
Type=3, X=7, Y=353
Type=7, X=9, Y=353
Type=7, X=0, Y=355
Type=5, X=7, Y=355
Type=7, X=9, Y=356
Type=7, X=0, Y=357
Type=3, X=7, Y=357
Type=7, X=9, Y=358
Type=3, X=7, Y=359
Type=7, X=0, Y=360
Type=6, X=7, Y=361
Type=7, X=9, Y=361
Type=7, X=0, Y=362
Type=7, X=9, Y=363
Type=3, X=7, Y=364
Type=7, X=0, Y=365
Type=3, X=7, Y=365
Type=7, X=9, Y=366
Type=7, X=0, Y=367
Type=3, X=7, Y=368
Type=7, X=9, Y=368
Type=3, X=7, Y=369
Type=7, X=0, Y=370
Type=7, X=9, Y=371
Type=7, X=0, Y=372
Type=3, X=7, Y=372
Type=7, X=9, Y=373
Type=7, X=0, Y=375
Type=3, X=7, Y=376
Type=7, X=9, Y=376
Type=7, X=0, Y=377
Type=3, X=7, Y=377
Type=7, X=9, Y=378
Type=7, X=0, Y=380
Type=3, X=7, Y=380
Type=3, X=7, Y=381
Type=7, X=9, Y=381
Type=7, X=0, Y=382
Type=6, X=7, Y=383
Type=7, X=9, Y=383
Type=7, X=0, Y=384
Type=0, X=6, Y=391
Type=1, X=2, Y=393
Type=1, X=0, Y=397
Type=7, X=4, Y=397
Type=7, X=7, Y=397
Type=7, X=4, Y=399
Type=7, X=7, Y=399
Type=1, X=3, Y=401
Type=7, X=6, Y=403
Type=1, X=8, Y=404
Type=0, X=12, Y=407
